"Global X MSCI China Materials ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
04/15/2016,12.64,-0.22,-1.71,-0.24,-1.88
04/14/2016,12.86,-0.10,-0.77,-0.05,-0.42
04/13/2016,12.96,0.42,3.35,-0.05,-0.39
04/12/2016,12.54,0.24,1.95,-0.22,-1.70
04/11/2016,12.3,0.21,1.74,-0.38,-2.99
04/08/2016,12.09,-0.38,-3.05,-0.20,-1.63
04/07/2016,12.47,0.38,3.14,0.14,1.11
04/06/2016,12.09,0.24,2.03,-0.20,-1.61
04/05/2016,11.85,-0.12,-1.00,-0.41,-3.37
04/04/2016,11.97,11.97,0.00,-0.39,-3.18
04/01/2016,0,-12.10,-100.00,0.00,0.00
03/31/2016,12.1,12.10,0.00,-0.31,-2.53
03/30/2016,0,-12.17,-100.00,0.00,0.00
03/29/2016,12.17,0.19,1.59,-0.04,-0.30
03/28/2016,11.98,-0.14,-1.16,-0.25,-2.05
03/24/2016,12.12,-0.18,-1.46,-0.11,-0.90
03/23/2016,12.3,-0.17,-1.36,-0.18,-1.46
03/22/2016,12.47,-0.15,-1.19,-0.03,-0.26
03/21/2016,12.62,0.03,0.24,0.02,0.14
03/18/2016,12.59,0.17,1.37,0.03,0.27
03/17/2016,12.42,0.18,1.47,0.04,0.30
03/16/2016,12.24,0.24,2.00,0.15,1.28
03/15/2016,12,-0.06,-0.50,-0.25,-2.07
03/14/2016,12.06,-0.03,-0.25,-0.34,-2.71
03/11/2016,12.09,0.46,3.96,-0.22,-1.81
03/10/2016,11.63,-0.18,-1.52,-0.33,-2.74
03/09/2016,11.81,-0.25,-2.07,-0.25,-2.11
03/08/2016,12.06,0.07,0.58,-0.42,-3.36
03/07/2016,11.99,-0.21,-1.72,-0.48,-3.87
03/04/2016,12.2,0.46,3.92,-0.12,-1.00
03/03/2016,11.74,-0.01,-0.09,-0.27,-2.25
03/02/2016,11.75,0.03,0.26,-0.19,-1.58
03/01/2016,11.72,0.14,1.21,0.17,1.49
02/29/2016,11.58,0.47,4.23,0.43,3.85
02/26/2016,11.11,0.11,1.00,-0.22,-1.97
02/25/2016,11,-0.06,-0.54,-0.05,-0.47
02/24/2016,11.06,0.24,2.22,-0.29,-2.56
02/23/2016,10.82,-0.24,-2.17,-0.50,-4.42
02/22/2016,11.06,0.33,3.08,-0.13,-1.18
02/19/2016,10.73,0.04,0.37,-0.31,-2.84
02/18/2016,10.69,-0.26,-2.37,-0.29,-2.66
02/17/2016,10.95,0.29,2.72,0.19,1.78
02/16/2016,10.66,0.42,4.10,-0.14,-1.30
02/12/2016,10.24,0.00,0.00,-0.02,-0.19
02/11/2016,10.24,0.19,1.89,-0.09,-0.84
02/10/2016,10.05,-0.27,-2.62,-0.59,-5.56
02/09/2016,10.32,0.02,0.19,-0.31,-2.95
02/08/2016,10.3,-0.03,-0.29,-0.35,-3.25
02/05/2016,10.33,0.08,0.78,-0.31,-2.94
02/04/2016,10.25,-0.21,-2.01,-0.22,-2.12
02/03/2016,10.46,0.26,2.55,0.14,1.38
02/02/2016,10.2,-0.22,-2.11,-0.29,-2.73
02/01/2016,10.42,-0.38,-3.52,-0.10,-0.99
01/29/2016,10.8,0.27,2.56,0.15,1.39
01/28/2016,10.53,0.17,1.64,-0.02,-0.18
01/27/2016,10.36,-0.26,-2.45,-0.11,-1.08
01/26/2016,10.62,0.02,0.19,0.21,2.01
01/25/2016,10.6,-0.26,-2.39,-0.29,-2.63
01/22/2016,10.86,0.39,3.72,0.13,1.23
01/21/2016,10.47,-0.57,-5.16,0.14,1.35
01/20/2016,11.04,0.22,2.03,0.43,4.02
01/19/2016,10.82,0.33,3.15,-0.20,-1.77
01/15/2016,10.49,-0.80,-7.09,-0.26,-2.45
01/14/2016,11.29,0.55,5.12,0.20,1.76
01/13/2016,10.74,-0.54,-4.79,-0.40,-3.61
01/12/2016,11.28,0.17,1.53,0.20,1.83
01/11/2016,11.11,0.14,1.28,-0.07,-0.59
01/08/2016,10.97,-0.16,-1.44,-0.62,-5.32
01/07/2016,11.13,-0.81,-6.78,-0.29,-2.58
01/06/2016,11.94,0.03,0.25,-0.02,-0.19
