"Global X Copper Miners ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
07/02/2018,23.83,-0.30,-1.24,-0.17,-0.69
06/29/2018,24.13,0.60,2.55,-0.10,-0.40
06/28/2018,23.53,-0.15,-0.63,-0.01,-0.04
06/27/2018,23.68,-0.37,-1.54,-0.22,-0.91
06/26/2018,24.05,-0.01,-0.04,-0.07,-0.29
06/25/2018,24.06,-0.87,-3.49,-0.07,-0.27
06/22/2018,24.93,0.30,1.22,0.06,0.22
06/21/2018,24.63,-0.06,-0.24,0.02,0.06
06/20/2018,24.69,-0.07,-0.28,-0.03,-0.12
06/19/2018,24.76,-0.80,-3.13,-0.02,-0.08
06/18/2018,25.56,-0.15,-0.58,-0.01,-0.03
06/15/2018,25.71,-0.71,-2.69,0.06,0.23
06/14/2018,26.42,-0.45,-1.67,-0.11,-0.41
06/13/2018,26.87,-0.12,-0.44,0.00,-0.01
06/12/2018,26.99,-0.19,-0.70,-0.08,-0.29
06/11/2018,27.18,-0.04,-0.15,0.04,0.15
06/08/2018,27.22,-0.13,-0.48,0.06,0.23
06/07/2018,27.35,-0.18,-0.65,-0.11,-0.42
06/06/2018,27.53,1.60,6.17,-0.11,-0.39
06/05/2018,25.93,0.00,0.00,-0.90,-3.36
06/04/2018,25.93,0.00,0.00,-0.44,-1.67
06/01/2018,25.93,0.15,0.58,0.04,0.14
05/31/2018,25.78,0.00,0.00,0.11,0.44
05/30/2018,25.78,0.56,2.22,0.08,0.31
05/29/2018,25.22,-0.74,-2.85,-0.15,-0.58
05/25/2018,25.96,-0.56,-2.11,-0.07,-0.27
05/24/2018,26.52,-0.30,-1.12,0.01,0.06
05/23/2018,26.82,-0.73,-2.65,0.05,0.17
05/22/2018,27.55,0.16,0.58,0.00,-0.01
05/21/2018,27.39,0.25,0.92,0.05,0.18
05/18/2018,27.14,-0.21,-0.77,-0.11,-0.42
05/17/2018,27.35,0.04,0.15,-0.13,-0.49
05/16/2018,27.31,0.44,1.64,-0.02,-0.06
