"Global X Lithium and Battery Tech ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
06/28/2016,24.1,1.08,4.69,0.37,1.57
06/27/2016,23.02,-0.96,-4.00,-0.08,-0.36
06/24/2016,23.98,-1.61,-6.29,0.19,0.82
06/23/2016,25.59,0.48,1.91,0.36,1.45
06/22/2016,25.11,-0.27,-1.06,0.14,0.55
06/21/2016,25.38,0.31,1.24,0.23,0.93
06/20/2016,25.07,25.07,0.00,0.15,0.60
06/17/2016,0,-24.64,-100.00,0.00,0.00
06/16/2016,24.64,-0.11,-0.44,0.21,0.85
06/15/2016,24.75,0.37,1.52,0.17,0.68
06/14/2016,24.38,-0.15,-0.61,-0.02,-0.07
06/13/2016,24.53,-0.42,-1.68,-0.08,-0.30
06/10/2016,24.95,-0.55,-2.16,-0.09,-0.36
06/09/2016,25.5,-0.26,-1.01,0.09,0.34
06/08/2016,25.76,0.35,1.38,0.23,0.89
06/07/2016,25.41,0.39,1.56,0.25,1.00
06/06/2016,25.02,0.47,1.91,0.30,1.20
06/03/2016,24.55,0.17,0.70,0.20,0.84
06/02/2016,24.38,-0.11,-0.45,0.19,0.79
06/01/2016,24.49,0.25,1.03,0.18,0.73
05/31/2016,24.24,0.17,0.71,0.13,0.55
05/27/2016,24.07,0.10,0.42,0.21,0.90
05/26/2016,23.97,0.18,0.76,0.23,0.99
05/25/2016,23.79,0.31,1.32,0.18,0.75
05/24/2016,23.48,-0.08,-0.34,0.22,0.96
05/23/2016,23.56,0.13,0.55,0.12,0.51
05/20/2016,23.43,0.29,1.25,0.17,0.74
05/19/2016,23.14,0.12,0.52,0.16,0.71
05/18/2016,23.02,-0.17,-0.73,0.10,0.41
05/17/2016,23.19,-0.06,-0.26,0.09,0.38
05/16/2016,23.25,0.17,0.74,0.20,0.88
05/13/2016,23.08,-0.21,-0.90,0.11,0.50
05/12/2016,23.29,0.04,0.17,0.01,0.03
05/11/2016,23.25,0.09,0.39,-0.01,-0.05
05/10/2016,23.16,0.65,2.89,0.18,0.77
05/09/2016,22.51,-0.18,-0.79,0.04,0.18
05/06/2016,22.69,0.06,0.27,0.04,0.19
05/05/2016,22.63,0.08,0.35,-0.01,-0.06
05/04/2016,22.55,-0.38,-1.66,-0.05,-0.24
05/03/2016,22.93,0.13,0.57,-0.01,-0.04
05/02/2016,22.8,0.16,0.71,0.13,0.58
04/29/2016,22.64,-0.24,-1.05,-0.05,-0.21
04/28/2016,22.88,-0.21,-0.91,0.12,0.53
04/27/2016,23.09,0.04,0.17,0.16,0.71
04/26/2016,23.05,-0.05,-0.22,0.19,0.84
04/25/2016,23.1,-0.20,-0.86,0.15,0.64
04/22/2016,23.3,-0.10,-0.43,0.19,0.82
04/21/2016,23.4,-0.21,-0.89,0.14,0.61
04/20/2016,23.61,-0.02,-0.08,0.20,0.84
04/19/2016,23.63,0.66,2.87,0.42,1.79
04/18/2016,22.97,0.45,2.00,0.38,1.67
04/15/2016,22.52,0.28,1.26,0.13,0.59
04/14/2016,22.24,0.01,0.04,0.16,0.73
04/13/2016,22.23,0.39,1.79,0.32,1.44
04/12/2016,21.84,0.21,0.97,0.17,0.80
04/11/2016,21.63,0.32,1.50,0.20,0.94
04/08/2016,21.31,0.46,2.21,0.09,0.41
04/07/2016,20.85,-0.23,-1.09,-0.10,-0.49
04/06/2016,21.08,0.08,0.38,0.12,0.56
04/05/2016,21,-0.39,-1.82,0.04,0.19
04/04/2016,21.39,21.39,0.00,0.06,0.29
04/01/2016,0,-21.40,-100.00,0.00,0.00
03/31/2016,21.4,21.40,0.00,-0.01,-0.05
03/30/2016,0,-21.41,-100.00,0.00,0.00
03/29/2016,21.41,0.20,0.94,0.20,0.96
03/28/2016,21.21,0.13,0.62,0.13,0.62
03/24/2016,21.08,-0.35,-1.63,0.01,0.05
03/23/2016,21.43,-0.33,-1.52,0.09,0.44
03/22/2016,21.76,0.05,0.23,0.11,0.51
03/21/2016,21.71,0.20,0.93,0.16,0.72
03/18/2016,21.51,0.14,0.66,0.17,0.78
03/17/2016,21.37,0.50,2.40,0.25,1.18
03/16/2016,20.87,0.38,1.85,0.26,1.27
03/15/2016,20.49,-0.30,-1.44,0.06,0.28
03/14/2016,20.79,0.16,0.78,0.20,1.00
03/11/2016,20.63,0.60,3.00,0.25,1.22
03/10/2016,20.03,-0.08,-0.40,0.00,0.02
03/09/2016,20.11,0.16,0.80,0.16,0.81
03/08/2016,19.95,-0.60,-2.92,-0.01,-0.04
03/07/2016,20.55,0.24,1.18,0.14,0.67
03/04/2016,20.31,0.58,2.94,0.17,0.83
03/03/2016,19.73,0.19,0.97,0.01,0.06
03/02/2016,19.54,0.16,0.83,0.08,0.43
03/01/2016,19.38,0.55,2.92,0.18,0.94
02/29/2016,18.83,-0.01,-0.05,-0.03,-0.15
02/26/2016,18.84,0.14,0.75,-0.04,-0.21
02/25/2016,18.7,0.17,0.92,0.01,0.03
02/24/2016,18.53,0.14,0.76,0.01,0.05
02/23/2016,18.39,-0.38,-2.02,-0.10,-0.57
02/22/2016,18.77,0.61,3.36,0.04,0.23
02/19/2016,18.16,-0.10,-0.55,-0.05,-0.26
02/18/2016,18.26,-0.11,-0.60,-0.11,-0.60
02/17/2016,18.37,0.47,2.63,0.08,0.46
02/16/2016,17.9,0.54,3.11,-0.08,-0.47
02/12/2016,17.36,0.13,0.75,-0.05,-0.28
02/11/2016,17.23,-0.18,-1.03,-0.15,-0.85
02/10/2016,17.41,0.02,0.12,-0.13,-0.72
02/09/2016,17.39,-0.24,-1.36,-0.22,-1.26
02/08/2016,17.63,-0.34,-1.89,-0.13,-0.72
02/05/2016,17.97,-0.40,-2.18,-0.15,-0.82
02/04/2016,18.37,0.31,1.72,0.00,-0.02
02/03/2016,18.06,0.39,2.21,0.07,0.37
02/02/2016,17.67,-0.45,-2.48,-0.13,-0.72
02/01/2016,18.12,-0.01,-0.06,-0.03,-0.17
01/29/2016,18.13,0.44,2.49,0.02,0.14
01/28/2016,17.69,-0.01,-0.06,-0.05,-0.26
01/27/2016,17.7,-0.17,-0.95,-0.09,-0.49
01/26/2016,17.87,0.06,0.34,0.10,0.55
01/25/2016,17.81,-0.39,-2.14,-0.11,-0.62
01/22/2016,18.2,0.39,2.19,-0.01,-0.06
01/21/2016,17.81,0.09,0.51,0.03,0.16
01/20/2016,17.72,-0.38,-2.10,-0.12,-0.69
01/19/2016,18.1,0.15,0.84,-0.11,-0.59
01/15/2016,17.95,-0.39,-2.13,-0.21,-1.14
01/14/2016,18.34,0.17,0.94,0.09,0.50
01/13/2016,18.17,-0.28,-1.52,-0.13,-0.70
01/12/2016,18.45,0.08,0.44,0.10,0.53
01/11/2016,18.37,-0.02,-0.11,0.06,0.32
01/08/2016,18.39,-0.23,-1.24,-0.28,-1.52
01/07/2016,18.62,-0.62,-3.22,-0.05,-0.29
01/06/2016,19.24,-0.54,-2.73,-0.09,-0.46
01/05/2016,19.78,0.00,0.00,0.03,0.16
01/04/2016,19.78,0.00,0.00,-0.06,-0.32
12/31/15,--,--,--,-0.06,-0.30
12/30/15,--,--,--,-0.07,-0.35
