"Global X Fertilizers/Potash ETF",,,,,
Date,"Closing Price","Daily Change","Daily Change %",Premium/Discount,"Premium/Discount %"
7/20/15,--,--,--,-0.06,-0.52
7/17/15,--,--,--,-0.02,-0.17
7/16/15,--,--,--,-0.02,-0.19
7/15/15,--,--,--,-0.06,-0.55
7/14/15,--,--,--,-0.01,-0.11
7/13/15,--,--,--,0.01,0.11
7/10/15,--,--,--,0.07,0.64
7/9/15,--,--,--,-0.02,-0.14
7/8/15,--,--,--,0.00,0.03
7/7/15,--,--,--,0.21,1.89
7/6/15,--,--,--,0.04,0.37
7/2/15,--,--,--,-0.04,-0.30
7/1/15,--,--,--,-0.02,-0.21
6/30/15,--,--,--,0.01,0.06
6/29/15,--,--,--,0.16,1.39
6/26/15,--,--,--,0.06,0.54
6/25/15,--,--,--,0.08,0.71
6/24/15,--,--,--,-0.06,-0.56
6/23/15,--,--,--,-0.05,-0.40
6/22/15,--,--,--,-0.06,-0.50
6/19/15,--,--,--,-0.03,-0.30
6/18/15,--,--,--,-0.04,-0.31
6/17/15,--,--,--,-0.02,-0.16
6/16/15,--,--,--,-0.04,-0.34
6/15/15,--,--,--,-0.04,-0.32
6/12/15,--,--,--,-0.06,-0.54
6/11/15,--,--,--,-0.03,-0.29
6/10/15,--,--,--,-0.02,-0.14
6/9/15,--,--,--,-0.05,-0.41
6/8/15,--,--,--,-0.03,-0.27
6/5/15,--,--,--,-0.05,-0.48
6/4/15,--,--,--,-0.11,-0.98
6/3/15,--,--,--,-0.05,-0.40
6/2/15,--,--,--,-0.02,-0.20
6/1/15,--,--,--,-0.02,-0.19
5/29/15,--,--,--,-0.06,-0.49
5/28/15,--,--,--,0.00,-0.02
5/27/15,--,--,--,-0.01,-0.12
5/26/15,--,--,--,-0.07,-0.55
5/22/15,--,--,--,-0.03,-0.24
5/21/15,--,--,--,-0.03,-0.25
5/20/15,--,--,--,-0.02,-0.13
5/19/15,--,--,--,-0.03,-0.23
5/18/15,--,--,--,-0.03,-0.25
